db,profile_id,canbox_row_id,company_id,company_en,company_ch,company_name,carset_id,carset_en,carset_ch,carset_name,cartype_id,cartype_en,cartype_ch,cartype_name,canbox_en,canbox_ch,canbox_name,disp,limit_text,limit_byid,horv,cartype_msg,hits
canbus.db,3080635,1127,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,74,KX7,KX7,Kx7,2017,2017款,威驰现代起亚全兼容 17款KX7,1,,,,,hiworld;kia;hyundai
canbus.db,3146171,1128,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,74,KX7,KX7,Kx7,2017.HIGH.AMP,2017款.高配带功放,威驰现代起亚全兼容 17款KX7高配带功放,1,,,,,hiworld;kia;hyundai
canbus.db,3211707,1129,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,68,Sonata9,索纳塔9,索纳塔9,2018.MID,2018款.中配,威驰现代起亚全兼容 18款索纳塔9中配,1,,,,,hiworld;kia;hyundai;sonata
canbus.db,3277243,1130,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,68,Sonata9,索纳塔9,索纳塔9,2018.LOW,2018款.低配,威驰现代起亚全兼容 18款索纳塔9低配,1,,,,,hiworld;kia;hyundai;sonata
canbus.db,3342779,1131,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,348,Encino,欧西诺,欧西诺,2018,2018款,威驰现代起亚全兼容 18款欧西诺,1,,,,,hiworld;kia;hyundai
canbus.db,3408315,1132,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,75,Sportage R,智跑,zp,2018,2018款,威驰现代起亚全兼容 18款智跑,1,,,,,hiworld;kia;hyundai;sportage
canbus.db,1966523,1210,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,64,IX35,IX35,IX35,ALL,全兼容,威驰现代起亚全兼容 IX35,1,,,,,hiworld;kia;hyundai;ix35
canbus.db,2032059,1211,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,64,IX35,IX35,IX35,ALL.HIGH.AMP,全兼容.高配.功放,威驰现代起亚全兼容 IX35高配带功放,1,,,,,hiworld;kia;hyundai;ix35
canbus.db,2097595,1212,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,65,IX45,IX45,IX45,ALL,全兼容,威驰现代起亚全兼容 IX45,1,,,,,hiworld;kia;hyundai;ix45
canbus.db,2163131,1213,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,65,IX45,IX45,IX45,ALL.HIGH.AMP,全兼容高配带功放,威驰现代起亚全兼容 IX45高配带功放,1,,,,,hiworld;kia;hyundai;ix45
canbus.db,2228667,1214,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,346,Sonata8,索纳塔8,索纳塔8,ALL,全兼容,威驰现代起亚全兼容 索纳塔8,1,,,,,hiworld;kia;hyundai;sonata;sonata8
canbus.db,2294203,1215,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,346,Sonata8,索纳塔8,索纳塔8,ALL.HIGH.AMP,全兼容高配带功放,威驰现代起亚全兼容 索纳塔8高配带功放,1,,,,,hiworld;kia;hyundai;sonata;sonata8
canbus.db,3473851,1216,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,335,Santa,胜达,胜达,2019,2019款,威驰现代起亚全兼容 19款胜达,1,,,,,hiworld;kia;hyundai
canbus.db,8913335,1219,3,RZC(Raise),睿志诚,睿志诚,34,Mitsubishi,三菱,三菱,350,Eclipse Cross,奕歌,三菱奕歌,2018,2018款,睿智诚18款三菱奕歌,1,,,,,raise;rzc
canbus.db,131392,1220,2,HIWORLD,威驰,威驰,28,HAVAL,长城/哈弗,哈弗,147,HAVAL H6,哈弗H6,哈弗H6,2017-2019,2017-2019款,2017款2019款哈佛 H6,1,,,,,hiworld
canbus.db,196960,1222,2,HIWORLD,威驰,威驰,31,Renault,雷诺,雷诺,351,CLIO4,CLIO4,CLIO4,VW,威驰,威驰雷诺CLIO4,1,,,,,hiworld
canbus.db,4850103,1223,3,RZC(Raise),睿志诚,睿志诚,74,LUXGEN,纳智捷,纳智捷,352,U6,U6,纳智捷,2014-2016,2014-2016款,睿智成 增补协议-14-16款纳智捷U6,1,,,,,raise;rzc
canbus.db,3539387,1224,2,HIWORLD,威驰,威驰,37,Benz,奔驰,奔驰,353,Sprinter,Sprinter,Sprinter,2019,2019款,威驰奔驰19款Sprinter,1,,,,,hiworld
canbus.db,3604923,1225,2,HIWORLD,威驰,威驰,33,Fiat,菲亚特,菲亚特,506,Fiorino,菲奥里诺,菲奥里诺,2016,2016款,威驰菲亚特-16款Fiorino,1,,,,,hiworld
canbus.db,3670459,1226,2,HIWORLD,威驰,威驰,33,Fiat,菲亚特,菲亚特,263,Doblo,多宝,菲亚特,2016.LOW,2016款.低配,威驰菲亚特-16款Doblo 低配,1,,,,菲亚特,hiworld
canbus.db,3735995,1227,2,HIWORLD,威驰,威驰,33,Fiat,菲亚特,菲亚特,262,Aegea,Aegea,菲亚特,2016-2023.LOW,2016-2023款.低配,威驰菲亚特全兼容-16-23款Aegea低配,1,,,,菲亚特,hiworld
canbus.db,1048897,1228,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,38,Odyssey,奥德赛,奥德赛,2015.Taiwan,2015款.台湾版,威驰本田15款奥德赛,1,,,,,hiworld
canbus.db,1114433,1229,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,38,Odyssey,奥德赛,奥德赛,2018.Taiwan,2018款.台湾版,威驰本田18款奥德赛,1,,,,,hiworld
canbus.db,458880,1230,2,HIWORLD,威驰,威驰,19,CHANGAN,长安,长安,354,CHANGAN Auchan A800,欧尚A800,长安欧尚A800,2019,2019款,19款长安欧尚 A800,1,,,,,hiworld
canbus.db,524416,1231,2,HIWORLD,威驰,威驰,19,CHANGAN,长安,长安,202,CHANGAN CS55,CS55,长安CS75,2018,2018款,18款长安CS55,1,,,,,hiworld
canbus.db,2359357,1232,3,RZC(Raise),睿志诚,睿志诚,3,GM/Chevrolet,通用别克/雪佛兰,通用别克雪佛兰,21,ORLANDO,沃兰多,沃兰多,2018-2019.LOW.MID,2018-2019款.中低配,睿智成 别克全兼容横屏屏  18-19款沃兰多中低配,1,,,,,raise;rzc
canbus.db,2424893,1233,3,RZC(Raise),睿志诚,睿志诚,3,GM/Chevrolet,通用别克/雪佛兰,通用别克雪佛兰,21,ORLANDO,沃兰多,沃兰多,2018-2019.TOP,2018-2019款.顶配,睿智成 别克全兼容横屏屏  18-19款沃兰多顶配,1,,,,,raise;rzc
canbus.db,328014,1234,3,RZC(Raise),睿志诚,睿志诚,4,Ford,福特,福特,22,Focus,福克斯,福克斯,2019-2021.Low,2019-2021款.低配,福特2019款福克斯,1,,,,,raise;rzc
canbus.db,393550,1235,3,RZC(Raise),睿志诚,睿志诚,4,Ford,福特,福特,355,Taurus,金牛座,金牛座,2019.Low,2019款.低配,福特2019款金牛座,1,,,,,raise;rzc
canbus.db,65538,1237,4,XP(Simple),欣朴,欣扑,2,Volkswagen,大众,大众,3,ALL,兼容,兼容,HIGH.AMP,高配带功放,大众兼容 高配带功放,1,,,,,xp(simple);simple;xp
canbus.db,65960,1241,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,160,CAPTUR,CAPTUR,雷诺CAPTUR,2017,2017款,欣朴雷诺 17款Captur,1,,,,,xp(simple);simple;xp
canbus.db,131496,1242,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,357,CLIO,CLIO,CLIO,2017,2017款,欣朴雷诺 17款Clio,1,,,,,xp(simple);simple;xp
canbus.db,197032,1243,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,358,Symbol,Symbol,Symbol,2017,2017款,欣朴雷诺 17款Symbol,1,,,,,xp(simple);simple;xp
canbus.db,262568,1244,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,359,Kwid,Kwid,Kwid,2017,2017款,欣朴雷诺 17款Kwid,1,,,,,xp(simple);simple;xp
canbus.db,328104,1245,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,586,DXY,达西亚,雷诺达西亚,2016.Duster,2016款.Duster,欣朴达西亚16款Duster,1,,,,,xp(simple);simple;xp
canbus.db,393640,1246,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,586,DXY,达西亚,雷诺达西亚,2017.Lodgy,2017款.Lodgy,欣朴达西亚 17款Lodgy,1,,,,,xp(simple);simple;xp
canbus.db,459176,1247,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,586,DXY,达西亚,雷诺达西亚,2017.Logan,2017款.Logan,欣朴达西亚 17款Logan,1,,,,,xp(simple);simple;xp
canbus.db,524712,1248,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,586,DXY,达西亚,雷诺达西亚,2017.Logan,2017款.Logan,欣朴达西亚17款Dokker,1,,,,,xp(simple);simple;xp
canbus.db,590248,1249,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,586,DXY,达西亚,雷诺达西亚,2010-2015.Duster,2010-2015款.Duster,欣朴达西亚10-15款Duster,1,,,,,xp(simple);simple;xp
canbus.db,655784,1250,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,586,DXY,达西亚,雷诺达西亚,2016.Sandero,2016款.Sandero,欣朴达西亚16款Sandero,1,,,,,xp(simple);simple;xp
canbus.db,721320,1251,4,XP(Simple),欣朴,欣扑,31,Renault,雷诺,雷诺,586,DXY,达西亚,雷诺达西亚,2017.Sandero,2017款.Sandero,欣朴达西亚17款Sandero,1,,,,,xp(simple);simple;xp
canbus.db,721251,1252,4,XP(Simple),欣朴,欣扑,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,335,Santa,胜达,胜达,2019,2019款,欣朴现代起亚全兼容19款胜达,1,,,,,xp(simple);simple;xp;kia;hyundai
canbus.db,983395,1253,4,XP(Simple),欣朴,欣扑,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,3,ALL,兼容,兼容,360View,全景,欣朴现代起亚全兼容带全景,1,,,,,xp(simple);simple;xp;kia;hyundai
canbus.db,1048931,1254,4,XP(Simple),欣朴,欣扑,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,3,ALL,兼容,兼容,360View.AMP,功放.全景,欣朴现代起亚全兼容带全景 带功放,1,,,,,xp(simple);simple;xp;kia;hyundai
canbus.db,1114467,1255,4,XP(Simple),欣朴,欣扑,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,65,IX45,IX45,IX45,AMP,功放,欣朴现代起亚全兼容IX45 带功放,1,,,,,xp(simple);simple;xp;kia;hyundai;ix45
canbus.db,655625,1256,3,RZC(Raise),睿志诚,睿志诚,40,Da Tong,上汽大通,上汽大通,325,G10,G10,G10,2018-2019,2018款-2019款,睿智诚2018款-2019款上汽大通 G10,1,,,,,raise;rzc
canbus.db,721161,1257,3,RZC(Raise),睿志诚,睿志诚,40,Da Tong,上汽大通,上汽大通,364,V80,V80,V80,2018,2018款,睿智诚2018 款上汽大通 V80,1,,,,,raise;rzc
canbus.db,1180003,1258,4,XP(Simple),欣朴,欣扑,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,365,Borrego,霸锐,霸锐,XP,欣朴,欣朴现代起亚全兼容霸锐,1,,,,,xp(simple);simple;xp;kia;hyundai
canbus.db,590144,1259,2,HIWORLD,威驰,威驰,28,HAVAL,长城/哈弗,哈弗,148,HAVAL H6 Coupe,哈弗H6酷派,哈弗H6酷派,2019,2019款,威驰长城哈佛19款酷派,1,,,,,hiworld
canbus.db,655680,1260,2,HIWORLD,威驰,威驰,28,HAVAL,长城/哈弗,哈弗,366,F7,F7,F7,2019,2019款,威驰长城哈佛19款F7,1,,,,,hiworld
canbus.db,459086,1262,3,RZC(Raise),睿志诚,睿志诚,4,Ford,福特,福特,367,Territory,领界,领界,2019.LOW,2019款.低配,福特2019款领界低配,1,,,,,raise;rzc
canbus.db,262483,1263,3,RZC(Raise),睿志诚,睿志诚,55,Peugeot/Citroen,标致雪铁龙全兼容,标致雪铁龙全兼容,79,C3XR,C3XR,C3XR,2019.LOW,2019款.低配,睿智城19标志C3-XR低配,1,,,,,raise;rzc
canbus.db,328019,1264,3,RZC(Raise),睿志诚,睿志诚,55,Peugeot/Citroen,标致雪铁龙全兼容,标致雪铁龙全兼容,79,C3XR,C3XR,C3XR,2019.MID,2019款.中配,睿智城19标志C3-XR中配,1,,,,,raise;rzc
canbus.db,393555,1265,3,RZC(Raise),睿志诚,睿志诚,55,Peugeot/Citroen,标致雪铁龙全兼容,标致雪铁龙全兼容,79,C3XR,C3XR,C3XR,2019.HIGH,2019款.高配,睿智城19标志C3-XR高配,1,,,,,raise;rzc
canbus.db,459091,1266,3,RZC(Raise),睿志诚,睿志诚,55,Peugeot/Citroen,标致雪铁龙全兼容,标致雪铁龙全兼容,3,ALL,兼容,兼容,MID,中配,睿智城标志全兼容-中配,1,,,,,raise;rzc
canbus.db,524627,1267,3,RZC(Raise),睿志诚,睿志诚,55,Peugeot/Citroen,标致雪铁龙全兼容,标致雪铁龙全兼容,3,ALL,兼容,兼容,HIGH,高配,睿智城标志全兼容-高配,1,,,,,raise;rzc
canbus.db,590197,1268,3,RZC(Raise),睿志诚,睿志诚,35,Jeep,吉普,吉普,368,Challenger,挑战者,Jeep挑战者,2019,2019款,睿智诚 19款牧挑战者,1,,,,,raise;rzc
canbus.db,721269,1269,3,RZC(Raise),睿志诚,睿志诚,35,Jeep,吉普,吉普,368,Challenger,挑战者,Jeep挑战者,2019.HIGH,2019款.高配,睿智诚 19款牧挑战者高配,1,,,,,raise;rzc
canbus.db,655733,1270,3,RZC(Raise),睿志诚,睿志诚,35,Jeep,吉普,吉普,369,Commander,指挥官,Jeep指挥官,2018-2020,2018-2020款,睿智诚 18-20款指挥官,1,,,,,raise;rzc
canbus.db,786805,1271,3,RZC(Raise),睿志诚,睿志诚,35,Jeep,吉普,吉普,369,Commander,指挥官,Jeep指挥官,2018-2020.HIGH.AMP,2018-2020款.高配.带功放,睿智诚 18-20款指挥官高配带功放,1,,,,,raise;rzc
canbus.db,393612,1273,3,RZC(Raise),睿志诚,睿志诚,30,BAIC,北汽,北汽,152,BeiQi X25,绅宝X25,绅宝X25,RZC,睿志诚,睿智诚 北汽 绅宝X25,1,,,,,raise;rzc
canbus.db,459148,1274,3,RZC(Raise),睿志诚,睿志诚,30,BAIC,北汽,北汽,154,BeiQi X35,绅宝X35,北汽BJ20,RZC,睿志诚,睿智诚 北汽 绅宝X35,1,,,,,raise;rzc
canbus.db,524684,1275,3,RZC(Raise),睿志诚,睿志诚,30,BAIC,北汽,北汽,371,CHQ35,昌河Q35,昌河Q35,RZC,睿志诚,睿智诚 北汽 昌河Q35,1,,,,,raise;rzc
canbus.db,590220,1276,3,RZC(Raise),睿志诚,睿志诚,30,BAIC,北汽,北汽,372,CHQ25,昌河Q25,昌河Q25,RZC,睿志诚,睿智诚 北汽 昌河Q25,1,,,,,raise;rzc
canbus.db,655756,1277,3,RZC(Raise),睿志诚,睿志诚,30,BAIC,北汽,北汽,324,BeiQi BJ40,北京BJ40,北汽BJ20,2017,2017款,睿智诚 北汽 2017款BJ40,1,,,,,raise;rzc
canbus.db,721292,1278,3,RZC(Raise),睿志诚,睿志诚,30,BAIC,北汽,北汽,153,BeiQi BJ20,北京BJ20,北汽BJ20,RZC,睿志诚,睿智诚 北汽 BJ20,1,,,,,raise;rzc
canbus.db,590138,1279,3,RZC(Raise),睿志诚,睿志诚,49,ISUZU,江西五十铃,江西五十铃,373,RuiMai,瑞迈,江西五十铃瑞迈,2017,2017款,睿智成江西五十铃-17款瑞迈,1,,,,,raise;rzc
canbus.db,655674,1280,3,RZC(Raise),睿志诚,睿志诚,49,ISUZU,江西五十铃,江西五十铃,374,D-MAX,D-MAX,D-MAX,2017,2017款,睿智成江西五十铃-17款  D-MAX,1,,,,,raise;rzc
canbus.db,1376554,1283,3,RZC(Raise),睿志诚,睿志诚,5,Honda,本田,本田,38,Odyssey,奥德赛,奥德赛,2015-2019,2015-2019款,睿智诚15-19款奥德赛,1,,,,,raise;rzc
canbus.db,1442090,1284,3,RZC(Raise),睿志诚,睿志诚,5,Honda,本田,本田,38,Odyssey,奥德赛,奥德赛,2015-2019.360View,2015-2019款.全景,睿智诚15-19款奥德赛带全景,1,,,,,raise;rzc
canbus.db,196629,1286,2,HIWORLD,威驰,威驰,4,Ford,福特,福特,23,Mondeo,蒙迪欧,蒙迪欧,2013.KEEP,2013款保留原车空调面板,13款保留原车空调面板,1,,,,,hiworld
canbus.db,9372087,1287,3,RZC(Raise),睿志诚,睿志诚,34,Mitsubishi,三菱,三菱,166,Outlander,欧蓝德,三菱系列,2019,2019款,睿智诚19款三菱欧蓝德,1,,,,,raise;rzc
canbus.db,9437623,1288,3,RZC(Raise),睿志诚,睿志诚,34,Mitsubishi,三菱,三菱,376,Pajero,帕杰罗,帕杰罗,2018,2018款,睿智诚18款三菱帕杰罗,1,,,,,raise;rzc
canbus.db,9503159,1289,3,RZC(Raise),睿志诚,睿志诚,34,Mitsubishi,三菱,三菱,350,Eclipse Cross,奕歌,三菱奕歌,2018.HIGH.360View,2018款高配带全景,睿智诚18款三菱奕歌高配带全景,1,,,,,raise;rzc
canbus.db,9568695,1290,3,RZC(Raise),睿志诚,睿志诚,34,Mitsubishi,三菱,三菱,166,Outlander,欧蓝德,三菱系列,2019.HIGH.360View,2019款高配带全景,睿智诚19款三菱欧蓝德高配带全景,1,,,,,raise;rzc
canbus.db,9634231,1291,3,RZC(Raise),睿志诚,睿志诚,34,Mitsubishi,三菱,三菱,376,Pajero,帕杰罗,帕杰罗,2018.HIGH.AMP,2018款高配带功放,睿智诚18款三菱帕杰罗高配带功放,1,,,,,raise;rzc
canbus.db,3801531,1292,2,HIWORLD,威驰,威驰,74,LUXGEN,纳智捷,纳智捷,352,U6,U6,纳智捷,HiWord,威驰,威驰纳智捷U6,1,,,,,hiworld
canbus.db,65981,1294,2,HIWORLD,威驰,威驰,14,Ha/ma,海马,海马,378,M3/s7,M3/s7,海马M3/s7,WC,威驰,威驰海马M3/s7,1,,,,,hiworld
canbus.db,786828,1295,3,RZC(Raise),睿志诚,睿志诚,30,BAIC,北汽,北汽,379,HuanSu S7,幻速S7,北汽幻速S7,2018,2018款,睿智诚 北汽 18款幻速S7,1,,,,,raise;rzc
canbus.db,327907,1296,3,RZC(Raise),睿志诚,睿志诚,20,DONGFENG,东风,东风,119,jingYi X5,景逸X5,东风景逸X5,2019.HIGH,2019款.高配,东风景逸X5高配,1,,,,,raise;rzc
canbus.db,3867067,1299,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,335,Santa,胜达,胜达,2019.HIGH.360View,2019款.高配.全景,威驰现代起亚全兼容 19款胜达高配带全景,1,,,,,hiworld;kia;hyundai
canbus.db,721216,1300,2,HIWORLD,威驰,威驰,28,HAVAL,长城/哈弗,哈弗,148,HAVAL H6 Coupe,哈弗H6酷派,哈弗H6酷派,2019.HIGH.360View,2019款.高配.全景,威驰长城哈佛19款酷派高配带全景,1,,,,,hiworld
canbus.db,786752,1301,2,HIWORLD,威驰,威驰,28,HAVAL,长城/哈弗,哈弗,366,F7,F7,F7,2019.HIGH.360View,2019款.高配.全景,威驰长城哈佛19款F7高配带全景,1,,,,,hiworld
canbus.db,1507626,1302,3,RZC(Raise),睿志诚,睿志诚,5,Honda,本田,本田,32,Accord 9,雅阁9,雅阁9,RZC,睿志诚,睿智诚9代雅阁,1,,,,,raise;rzc
canbus.db,1573162,1303,3,RZC(Raise),睿志诚,睿志诚,5,Honda,本田,本田,32,Accord 9,雅阁9,雅阁9,RZC.HIGH,睿志诚.高配,睿智诚9代雅阁高配,1,,,,,raise;rzc
canbus.db,1245539,1305,4,XP(Simple),欣朴,欣扑,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,3,ALL,兼容,兼容,2019.LOW,2019款.低配,欣朴现代起亚全兼容-兼容-19款低配,1,,,,,xp(simple);simple;xp;kia;hyundai
canbus.db,1311075,1306,4,XP(Simple),欣朴,欣扑,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,3,ALL,兼容,兼容,2019.HIGH.360View,2019款高配.全景,欣朴现代起亚全兼容-兼容-19款高配带全景,1,,,,,xp(simple);simple;xp;kia;hyundai
canbus.db,1376611,1307,4,XP(Simple),欣朴,欣扑,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,3,ALL,兼容,兼容,2019.HIGH.360View.AMP,2019款高配.全景.功放,欣朴现代起亚全兼容-兼容-19款高配带全景带功放,1,,,,,xp(simple);simple;xp;kia;hyundai
canbus.db,262334,1308,3,RZC(Raise),睿志诚,睿志诚,7,Nissan,日产,日产,380,Sylphy,轩逸,轩逸,2020,2020款,睿智成 20款日产轩逸,1,,,,,raise;rzc
canbus.db,327870,1309,3,RZC(Raise),睿志诚,睿志诚,7,Nissan,日产,日产,380,Sylphy,轩逸,轩逸,2020.HIGH.360View,2020款.高配.全景,睿智成 20款日产轩逸高配带全景,1,,,,,raise;rzc
canbus.db,262496,1318,2,HIWORLD,威驰,威驰,31,Renault,雷诺,雷诺,360,Duster,达斯特,雷诺,2018,2018款,威驰雷诺18 DUSTER,1,,,,,hiworld
canbus.db,328032,1319,2,HIWORLD,威驰,威驰,31,Renault,雷诺,雷诺,385,Megane II,梅甘娜2,雷诺,2004-2017,2004-2017款,威驰雷诺04-07款梅甘娜2,1,,,,,hiworld
canbus.db,393568,1320,2,HIWORLD,威驰,威驰,31,Renault,雷诺,雷诺,386,Megane III,梅甘娜3,雷诺,HiWord,威驰,威驰雷诺梅甘娜3,1,,,,,hiworld
canbus.db,459104,1321,2,HIWORLD,威驰,威驰,31,Renault,雷诺,雷诺,387,Megane Ⅳ,梅甘娜4,雷诺,LOW,低配,威驰雷诺梅甘娜4低配,1,,,,,hiworld
canbus.db,524640,1322,2,HIWORLD,威驰,威驰,31,Renault,雷诺,雷诺,388,Fluence,Fluence,雷诺,2012,2012款,威驰雷诺12Fluence,1,,,,,hiworld
canbus.db,590176,1323,2,HIWORLD,威驰,威驰,31,Renault,雷诺,雷诺,360,Duster,达斯特,雷诺,WC,威驰,威驰雷诺达斯特,1,,,,,hiworld
canbus.db,131492,1324,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,46,CROWN,皇冠,皇冠,CROWN 13.RCA,13代.RCA输出,威驰13代皇冠 (RCA输出),1,,,,,hiworld
canbus.db,10224055,1325,3,RZC(Raise),睿志诚,睿志诚,34,Mitsubishi,三菱,三菱,350,Eclipse Cross,奕歌,三菱奕歌,2019,2019款,睿智诚19款三菱奕歌台湾版,1,,,,,raise;rzc
canbus.db,10289591,1326,3,RZC(Raise),睿志诚,睿志诚,34,Mitsubishi,三菱,三菱,350,Eclipse Cross,奕歌,三菱奕歌,2019.HIGH.360View,2019款.高配.全景,睿智诚19款三菱奕歌高配带全景台湾版,1,,,,,raise;rzc
canbus.db,10355127,1327,3,RZC(Raise),睿志诚,睿志诚,34,Mitsubishi,三菱,三菱,350,Eclipse Cross,奕歌,三菱奕歌,2019.HIGH.360View.AMP,2019款.高配.全景.功放,睿智诚19款三菱奕歌高配带全景带功放台湾版,1,,,,,raise;rzc
canbus.db,3998139,1328,2,HIWORLD,威驰,威驰,33,Fiat,菲亚特,菲亚特,262,Aegea,Aegea,菲亚特,2016-2023.HIGH,2016-2023款.高配,威驰菲亚特全兼容-19-23Aegea,1,,,,菲亚特,hiworld
canbus.db,3932603,1329,2,HIWORLD,威驰,威驰,33,Fiat,菲亚特,菲亚特,262,Aegea,Aegea,菲亚特,2016-2023.MID,2016-2023款.中配,威驰菲亚特全兼容-16-23款Aegea中配,1,,,,菲亚特,hiworld
canbus.db,524532,1330,3,RZC(Raise),睿志诚,睿志诚,28,HAVAL,长城/哈弗,哈弗,148,HAVAL H6 Coupe,哈弗H6酷派,哈弗H6酷派,2017.Red,2017款.红标,威驰兼容H2,1,,,,,raise;rzc
canbus.db,852364,1331,3,RZC(Raise),睿志诚,睿志诚,30,BAIC,北汽,北汽,379,HuanSu S7,幻速S7,北汽幻速S7,2018.HIGH.360View,2018款.高配.全景,睿智诚 北汽 18款幻速S7高配带全景,1,,,,,raise;rzc
canbus.db,65846,1339,3,RZC(Raise),睿志诚,睿志诚,23,SGMW,宝骏,宝骏,131,BaoJun 730,宝骏730,宝骏730,2014-2017,2014-2017款,睿智成14-17款宝骏730,1,,,,,raise;rzc
canbus.db,131382,1340,3,RZC(Raise),睿志诚,睿志诚,23,SGMW,宝骏,宝骏,128,BaoJun 510,宝骏510,宝骏510,2017-2019,2017-2019款,睿智成17-19款宝骏510,1,,,,,raise;rzc
canbus.db,196918,1341,3,RZC(Raise),睿志诚,睿志诚,23,SGMW,宝骏,宝骏,129,BaoJun 530,宝骏530,宝骏530,2018-2019,2018-2019款,睿智成18-19款宝骏530,1,,,,,raise;rzc
canbus.db,262454,1342,3,RZC(Raise),睿志诚,睿志诚,65,SGMW,五菱,五菱,391, HongGuangS3,宏光S3,五菱宏光,2018,2018款,睿智成18款五菱宏光S3,1,,,,五菱宏光,raise;rzc
canbus.db,1179787,1343,3,RZC(Raise),睿志诚,睿志诚,26,Geely,吉利,吉利,221,GEELY BoYue,博越,博越,2016-2020,2016-2020款,睿志诚  吉利16-20款博越,1,,,,,raise;rzc
canbus.db,1245323,1344,3,RZC(Raise),睿志诚,睿志诚,26,Geely,吉利,吉利,221,GEELY BoYue,博越,博越,2016-2020.HIGH.360View,2016-2020款.高配.全景,睿志诚  吉利16-20款博越高配带全景,1,,,,,raise;rzc
canbus.db,393406,1345,3,RZC(Raise),睿志诚,睿志诚,7,Nissan,日产,日产,3,ALL,兼容,兼容,ALL,全兼容,睿智成 日产全兼容其他,1,,,,,raise;rzc
canbus.db,393443,1346,3,RZC(Raise),睿志诚,睿志诚,20,DONGFENG,东风,东风,119,jingYi X5,景逸X5,东风景逸X5,2019.LOW,2019款.低配,东风景逸X519款低配,1,,,,,raise;rzc
canbus.db,458979,1347,3,RZC(Raise),睿志诚,睿志诚,30,BAIC,北汽,北汽,392,EC5,EC5,EC5,New energ-2019,2019款新能源,北汽新能源 19款EC5,1,,,,,raise;rzc
canbus.db,262347,1348,3,RZC(Raise),睿志诚,睿志诚,5,Honda,本田,本田,176,XRV,XRV,XRV,2015-2018.RIGHT,2015-2018款.右视,睿智成 本田 15-18款缤智/XRV 带右视,0,,,,,raise;rzc
canbus.db,524515,1350,3,RZC(Raise),睿志诚,睿志诚,20,DONGFENG,东风,东风,580,FengXing T5,风行T5,东风风行T5,2020.LOW,2020款.低配,东风风行T5 2020款低配,1,,,,,raise;rzc
canbus.db,1180050,1353,3,RZC(Raise),睿志诚,睿志诚,31,Renault,雷诺,雷诺,158,KOLEOS,科雷傲,雷诺科雷傲,2017-2018.LOW,2017-2018款.低配,睿智诚 雷诺17_18款科雷傲低配,1,,,,,raise;rzc
canbus.db,393571,1358,6,BNR,比纳瑞,比那瑞,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,346,Sonata8,索纳塔8,索纳塔8,BNR,比纳瑞,比那瑞 索纳塔8,1,,,,,kia;hyundai;sonata;sonata8
