category,function,direction,dbc_bus,dbc_id_hex,dbc_name,dbc_signals,log_marker,observed_channel,observed_bitrate,observed_id_hex,observed_dlc,observed_signal_or_byte,off_value,on_value,confidence,status,implementation_type,implementation_note
climate,hu_main_blower,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_MainBlower,climate_main_blower_steps,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,hu_front_mode,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_FrontModeSet,climate_front_mode_steps,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,hu_auto,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_AutoSet,climate_auto_on_off,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,hu_off,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_OffReq,climate_off_on,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,hu_intake_recirc,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_IntakeSet,climate_intake_recirc,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,hu_ac,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_AcSet,climate_ac_on_off,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,hu_aqs,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_AqsSet,climate_aqs_on_off,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,hu_front_defog,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_FrontDefog,climate_front_defog,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,hu_rear_defog,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_RearDefog,climate_rear_defog,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,rear_defog_state,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_DefoggerRly,engine_started_rear_defrost_on_off_4x_done,ch1,500000,0x541,8,unique=5; count=750; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01 | 03 00 41 00 C0 10 00 01 | 04 00 41 00 C0 10 00 01 | 04 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=engine_started_rear_defrost_on_off_4x_done
comfort,steering_wheel_heater_command_probe,unknown,C-CAN,0x559,CGW4,CF_Gway_StrgWhlHeatedState,global_all_log,ch1,500000,0x559,8,unique=4; count=12740; first=00 40 00 00 20 00 00 40; last=00 40 00 00 20 00 00 40; samples=00 40 00 00 20 00 00 40 | 00 40 00 00 00 00 00 40 | 00 00 00 00 00 00 00 40 | 10 40 00 00 20 00 00 40,00 40 00 00 20 00 00 40,,0.3,blocked,blocked,status known; command frame unknown; evidence marker=global_all_log
climate,hu_zone_sync,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_ZoneControl,climate_zone_sync,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,datc_temp_display,car_to_adapter,M-CAN,0x131,DATC_PE_02,DATC_DrTempDispC; DATC_PsTempDispC; DATC_DrTempDispF; DATC_PsTempDispF,climate_driver_temp_knob_left_right_done,ch0,100000,0x131,8,unique=4; count=107; first=00 00 FF 00 00 00 FF 00; last=10 00 FF 00 10 00 FF 00; samples=00 00 FF 00 00 00 FF 00 | 10 00 FF 00 10 00 FF 00 | 0F 00 FF 00 10 00 FF 00 | 0E 00 FF 00 10 00 FF 00,00 00 FF 00 00 00 FF 00,10 00 FF 00 10 00 FF 00,0.3,seen_in_log,read_only,evidence marker=climate_driver_temp_knob_left_right_done
climate,datc_mode_display,car_to_adapter,M-CAN,0x132,DATC_PE_03,DATC_ModeDisp; DATC_AutoDisp; DATC_IntakeDisp; DATC_AcDisp; DATC_DualDisp; DATC_OffDisp; DATC_MainBlowerDisp,climate_air_direction_face3_defrost4_feet5_toggle_done,ch0,100000,0x132,8,unique=8; count=226; first=90 00 01 14 00 00 00 03; last=90 00 01 14 00 00 00 03; samples=90 00 01 14 00 00 00 03 | 9E 10 01 14 00 00 00 03 | 9E 00 01 14 00 00 00 03 | 90 10 01 14 00 00 00 03,90 00 01 14 00 00 00 03,,0.3,seen_in_log,read_only,evidence marker=climate_air_direction_face3_defrost4_feet5_toggle_done
climate,datc_seat_heat_vent,car_to_adapter,M-CAN,0x134,DATC_PE_05,DATC_DrSeatWarmerDisp; DATC_PsSeatWarmerDisp; DATC_DrVentSeatDisp; DATC_PSVentSeatDisp,driver_seat_heater_levels_1_2_3_off_3cycles_done,ch0,100000,0x134,8,unique=1; count=48; first=03 00 00 02 00 00 10 00; last=03 00 00 02 00 00 10 00; samples=03 00 00 02 00 00 10 00,03 00 00 02 00 00 10 00,,0.1,seen_constant,read_only,evidence marker=driver_seat_heater_levels_1_2_3_off_3cycles_done
climate,datc_ccan_display,car_to_adapter,C-CAN,0x043,DATC13,CF_Datc_ModDisp; CF_Datc_IntakeDisp; CF_Datc_AutoDisp; CF_Datc_AcDisp; CF_Datc_DualDisp; CF_Datc_FrontBlwDisp,climate_air_direction_face3_defrost4_feet5_toggle_done,ch1,500000,0x043,8,unique=8; count=232; first=00 00 40 02 03 00 00 30; last=00 00 40 02 03 00 00 30; samples=00 00 40 02 03 00 00 30 | 38 01 40 02 03 00 00 30 | 38 00 40 02 03 00 00 30 | 00 01 40 02 03 00 00 30,00 00 40 02 03 00 00 30,,0.3,seen_in_log,read_only,evidence marker=climate_air_direction_face3_defrost4_feet5_toggle_done
climate,datc_ccan_temp,car_to_adapter,C-CAN,0x042,DATC12,CR_Datc_DrTempDispC; CR_Datc_PsTempDispC,climate_driver_temp_knob_left_right_done,ch1,500000,0x042,8,unique=4; count=109; first=00 FF 00 FF 00 00 00 00; last=10 FF 10 FF 00 00 00 00; samples=00 FF 00 FF 00 00 00 00 | 10 FF 10 FF 00 00 00 00 | 0F FF 10 FF 00 00 00 00 | 0E FF 10 FF 00 00 00 00,00 FF 00 FF 00 00 00 00,10 FF 10 FF 00 00 00 00,0.3,seen_in_log,read_only,evidence marker=climate_driver_temp_knob_left_right_done
parking,pas_display,car_to_adapter,C-CAN,0x436,PAS11,CF_Gway_PASDisplayFLH; CF_Gway_PASDisplayFRH; CF_Gway_PASDisplayFCTR; CF_Gway_PASDisplayRCTR; CF_Gway_PASDisplayRLH; CF_Gway_PASDisplayRRH; PASRsound; PASFsound,front_parking_sensors_button_on_off_5x_done,ch1,500000,0x436,4,unique=1; count=1267; first=00 00 00 00; last=00 00 00 00; samples=00 00 00 00,00 00 00 00,,0.1,seen_constant_zero_in_log,mirror_to_hu,captured in reverse/parking segments but stayed 00 00 00 00; obstacle distances not captured
parking,spas_status,car_to_adapter,C-CAN,0x390,SPAS11,CF_Spas_Stat; CR_Spas_StrAngCmd; CF_Spas_BeepAlarm; CF_Spas_PasVol,front_parking_sensors_button_on_off_5x_done,ch1,500000,0x390,7,unique=200; count=3064; first=03 AB 0D 20 15 F3 03; last=03 AA 0D 20 4D 2A 03; samples=03 AB 0D 20 15 F3 03 | 03 AA 0D 20 19 F6 03 | 03 AA 0D 20 1B F8 03 | 03 AA 0D 20 1C F9 03,03 AB 0D 20 15 F3 03,03 AA 0D 20 4D 2A 03,0.3,seen_in_log,mirror_to_hu,"0x390 changes continuously; mixed steering/SPAS status, needs isolated R+obstacle mapping"
parking,spas_display_zones,car_to_adapter,C-CAN,0x4F4,SPAS12,CF_Spas_FIL_Ind; CF_Spas_FIR_Ind; CF_Spas_RIL_Ind; CF_Spas_RIR_Ind; CF_Spas_BEEP_Alarm,front_parking_sensors_button_on_off_5x_done,ch1,500000,0x4F4,8,unique=2; count=1201; first=00 00 C0 00 00 00 00 01; last=00 00 C0 00 00 00 00 00; samples=00 00 C0 00 00 00 00 01 | 00 00 C0 00 00 00 00 00,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 00,0.45,best_current_candidate,mirror_to_hu,"0x4F4 toggles with front sensor button and reverse; values include 00 00 C0 ... 00/01, 00 01 C0 ... 30 01, 24/25/26/27 02/03 C0 ..."
safety,rcta_left_right,car_to_adapter,C-CAN,0x58B,LCA11,CF_Rcta_Stat; CF_RCTA_IndLeft; CF_RCTA_IndRight; CF_RCTA_IndBriLeft; CF_RCTA_IndBriRight,reverse_R_2x_done,ch1,500000,0x58B,8,unique=1; count=872; first=11 00 04 00 00 00 00 20; last=11 00 04 00 00 00 00 20; samples=11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,,0.1,baseline_only,mirror_to_hu,0x58B stayed 11 00 04 00 00 00 00 20 in parking segments; no left/right RCTA event captured
safety,blind_spot_lca,car_to_adapter,C-CAN,0x58B,LCA11,CF_Lca_Stat; CF_Lca_IndLeft; CF_Lca_IndRight; CF_Lca_IndBriLeft; CF_Lca_IndBriRight,reverse_R_2x_done,ch1,500000,0x58B,8,unique=1; count=872; first=11 00 04 00 00 00 00 20; last=11 00 04 00 00 00 00 20; samples=11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,,0.1,seen_in_log,mirror_to_hu,evidence marker=reverse_R_2x_done
safety,rear_collision_warning,car_to_adapter,C-CAN,0x58B,LCA11,CF_Rcw_Stat; CF_RCW_Warning,reverse_R_2x_done,ch1,500000,0x58B,8,unique=1; count=872; first=11 00 04 00 00 00 00 20; last=11 00 04 00 00 00 00 20; samples=11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,,0.1,seen_constant,mirror_to_hu,evidence marker=reverse_R_2x_done
safety,lka_warning,car_to_adapter,C-CAN,0x340,LKAS11,CF_Lkas_SysWarning; CF_Lkas_HbaLamp,engine_started_steering_left_center_right_cycles_done_ignition_off,ch1,500000,0x340,8,unique=16; count=7993; first=04 00 00 24 34 00 6D 11; last=04 00 00 24 54 00 8D 11; samples=04 00 00 24 34 00 6D 11 | 04 00 00 24 44 00 7D 11 | 04 00 00 24 54 00 8D 11 | 04 00 00 24 64 00 9D 11,04 00 00 24 34 00 6D 11,04 00 00 24 54 00 8D 11,0.3,seen_in_log,read_only,evidence marker=engine_started_steering_left_center_right_cycles_done_ignition_off
safety,tpms_warning,car_to_adapter,C-CAN,0x593,TPMS11,TPMS_W_LAMP; POS_FL_W_LAMP; POS_FR_W_LAMP; POS_RL_W_LAMP; POS_RR_W_LAMP,post_ignition_off_baseline_8s_done,ch1,500000,0x593,6,unique=1; count=40; first=01 00 00 00 00 00; last=01 00 00 00 00 00; samples=01 00 00 00 00 00,01 00 00 00 00 00,,0.1,seen_constant,read_only,evidence marker=post_ignition_off_baseline_8s_done
safety,abs_tcs_esp_lamps,car_to_adapter,C-CAN,0x507,TCS15,ABS_W_LAMP; TCS_OFF_LAMP; TCS_LAMP; EBD_W_LAMP; AVH_LAMP,brake_pedal_3x_done,ch1,500000,0x507,4,unique=1; count=412; first=00 00 00 01; last=00 00 00 01; samples=00 00 00 01,00 00 00 01,,0.1,seen_constant,read_only,evidence marker=brake_pedal_3x_done
settings,cluster_usm_new_values,cluster_to_gateway,C-CAN,0x515,CLU14,CF_Clu_DoorLSNValueSet; CF_Clu_TempUnitNValueSet; CF_Clu_LcaNValueSet; CF_Clu_RctaNValueSet; CF_Clu_RcwNValueSet; CF_Clu_LkasModeNValueSet; CF_Clu_FcwNValueSet; CF_Clu_PasSpkrLvNValueSet,cluster_settings_one_by_one,,,,,,,,0.0,dbc_candidate,read_only,
settings,gateway_usm_return_values,gateway_to_cluster,C-CAN,0x410,CGW_USM1,CF_Gway_ATTurnRValue; CF_Gway_TTUnlockRValue; CF_Gway_ADrLRValue; CF_Gway_PSMRValue; CF_Gway_OTTurnRValue; CF_Gway_HfreeTrunkRValue; CF_Gway_RearWiperRValue; CF_Gway_PasSpkrLvRValue,final_baseline_end_stop_capture_next,ch1,500000,0x410,8,unique=1; count=40; first=E4 1A 42 18 82 07 00 20; last=E4 1A 42 18 82 07 00 20; samples=E4 1A 42 18 82 07 00 20,E4 1A 42 18 82 07 00 20,,0.1,seen_constant,read_only,evidence marker=final_baseline_end_stop_capture_next
settings,hu_gateway_settings_request,hu_to_gateway,C-CAN,0x526,HU_GW_E_00,C_ADrLURValueReq; C_TwUnRValueReq; C_AlarmRValueReq; C_IMSRValueReq; C_TriTurnLRValueReq; C_LkasWarnRValueReq,hu_car_settings_test,,,,,,,,0.0,dbc_candidate,read_only,
settings,hu_gateway_settings_set,hu_to_gateway,C-CAN,0x527,HU_GW_E_01,C_ADrLNValueSet; C_ADrUNValueSet; C_TwUnNValueSet; C_ABuzzerNValueSet; C_ArmWKeyNValueSet; C_PSMNValueSet; C_SCMNValueSet,hu_car_settings_test,,,,,,,,0.0,dbc_candidate,read_only,
settings,gateway_hu_settings_reply,gateway_to_hu,C-CAN,0x524,GW_HU_E_00,C_ADrLUNValueConf; C_TwUnNValueConf; C_AlarmNValueConf; C_PSMNValueConf; C_SCMNValueConf; C_TriTurnLNValueConf,hu_car_settings_test,,,,,,,,0.0,dbc_candidate,read_only,
settings,gateway_hu_settings_values,gateway_to_hu,C-CAN,0x525,GW_HU_E_01,C_ADrLRValue; C_ADrURValue; C_TwUnRValue; C_ABuzzerRValue; C_ArmWKeyRValue; C_PSMRValue; C_SCMRValue,hu_car_settings_test,,,,,,,,0.0,dbc_candidate,read_only,
experimental,telematics_requests_ccan,telematics_to_gateway,C-CAN,0x53A,TMU_GW_E_01,CF_Gway_TeleReqDrLock; CF_Gway_TeleReqDrUnlock; CF_Gway_TeleReqHazard; CF_Gway_TeleReqHorn; CF_Gway_TeleReqEngineOperate,global_all_log,ch1,500000,0x53A,8,unique=1; count=1; first=00 00 00 00 00 00 00 00; last=00 00 00 00 00 00 00 00; samples=00 00 00 00 00 00 00 00,00 00 00 00 00 00 00 00,,0.1,blocked,blocked,active vehicle control; log only; evidence marker=global_all_log
experimental,telematics_requests_mcan,telematics_to_gateway,M-CAN,0x043,TMU_GW_E_01,C_ReqDrLock; C_ReqDrUnlock; C_ReqHazard; C_ReqHorn; C_ReqEngineOperate,global_all_log,ch1,500000,0x043,8,unique=24; count=2916; first=00 00 00 04 03 00 00 00; last=00 00 00 04 03 00 00 00; samples=00 00 00 04 03 00 00 00 | 00 00 00 0E 00 00 00 00 | 00 11 40 02 03 00 00 10 | 00 10 40 02 03 00 00 10,00 00 00 04 03 00 00 00,,0.3,blocked,blocked,active vehicle control; log only; evidence marker=global_all_log
diagnostics,datc_self_diag_ccan,car_to_adapter,C-CAN,0x040,DATC14,CF_Datc_DiagMode; CR_Datc_SelfDiagCode,climate_auto_on_off_2x_done,ch1,500000,0x040,8,unique=2; count=275; first=00 00 22 04 02 00 00 00; last=00 00 22 04 02 00 00 00; samples=00 00 22 04 02 00 00 00 | 00 00 12 04 02 00 00 00,00 00 22 04 02 00 00 00,,0.3,seen_in_log,read_only,evidence marker=climate_auto_on_off_2x_done
diagnostics,datc_self_diag_mcan,car_to_adapter,M-CAN,0x133,DATC_PE_04,DATC_DiagMode; DATC_SelfDiagDisp,climate_auto_on_off_2x_done,ch0,100000,0x133,8,unique=1; count=257; first=00 00 00 00 00 00 00 82; last=00 00 00 00 00 00 00 82; samples=00 00 00 00 00 00 00 82,00 00 00 00 00 00 00 82,,0.1,seen_constant,read_only,evidence marker=climate_auto_on_off_2x_done
diagnostics,acu_dtc_passive,car_to_adapter,C-CAN,0x5A0,ACU11,CF_Acu_Dtc,final_baseline_end_stop_capture_next,ch1,500000,0x5A0,8,unique=2; count=13; first=00 00 00 C0 20 27 95 02; last=00 00 00 C0 20 27 95 02; samples=00 00 00 C0 20 27 95 02 | 00 00 00 C0 20 05 A5 02,00 00 00 C0 20 27 95 02,,0.3,blocked,read_only,airbag DTC passive only; evidence marker=final_baseline_end_stop_capture_next
diagnostics,gateway_diag_states,car_to_adapter,C-CAN,0x553,CGW2,CF_Gway_GwayDiagState; CF_Gway_DDMDiagState; CF_Gway_SCMDiagState; CF_Gway_PSMDiagState; CF_Gway_SJBDiagState; CF_Gway_IPMDiagState,final_baseline_end_stop_capture_next,ch1,500000,0x553,8,unique=1; count=43; first=00 00 00 08 01 00 C0 00; last=00 00 00 08 01 00 C0 00; samples=00 00 00 08 01 00 C0 00,00 00 00 08 01 00 C0 00,,0.1,seen_constant,read_only,evidence marker=final_baseline_end_stop_capture_next
diagnostics,obd_uds_probe,external_tester_to_ecu,unknown,0x7DF,ISO_TP_OBD_UDS,Byte0_TCP_and_Data,obd_uds_readonly_probe,,,,,,,,0.0,blocked,blocked,use only after separate safety decision
